tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	4609	0	live	MYC	MRTLC, bHLHe39, c-Myc, MYC	MYC proto-oncogene, bHLH transcription factor	myc proto-oncogene protein|avian myelocytomatosis viral oncogene homolog|class E basic helix-loop-helix protein 39|myc-related translation/localization regulatory factor|proto-oncogene c-Myc|transcription factor p64|v-myc avian myelocytomatosis viral oncogene homolog|v-myc myelocytomatosis viral oncogene homolog	8q24.21	8	NC_000008.11	127735434	127742951	plus	3	190080	
9606	Homo sapiens	3576	0	live	CXCL8	GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8	C-X-C motif chemokine ligand 8	interleukin-8|T-cell chemotactic factor|alveolar macrophage chemotactic factor I|beta endothelial cell-derived neutrophil activating peptide|beta-thromboglobulin-like protein|chemokine (C-X-C motif) ligand 8|emoctakin|granulocyte chemotactic protein 1|interleukin 8|lung giant cell carcinoma-derived chemotactic protein|lymphocyte derived neutrophil activating peptide|monocyte-derived neutrophil chemotactic factor|monocyte-derived neutrophil-activating peptide|neutrophil-activating peptide 1|small inducible cytokine subfamily B, member 8|tumor necrosis factor-induced gene 1	4q13.3	4	NC_000004.12	73740569	73743716	plus	3	146930	
9606	Homo sapiens	348	0	live	APOE	AD2, APO-E, ApoE4, LDLCQ5, LPG	apolipoprotein E	apolipoprotein E|apolipoprotein E3	19q13.32	19	NC_000019.10	44905796	44909393	plus	6	107741	
9606	Homo sapiens	2475	0	live	MTOR	FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS	mechanistic target of rapamycin kinase	serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1|tyrosine-protein kinase mTOR	1p36.22	1	NC_000001.11	11106535	11262551	minus	60	601231	
9606	Homo sapiens	5468	0	live	PPARG	CIMT1, FPLD3, GLM1, NR1C31, PPARG2, PPARG5, PPARgamma, PPARG	peroxisome proliferator activated receptor gamma	peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferator-activated receptor-gamma 5|peroxisome proliferator-activated receptor-gamma splicing	3p25.2	3	NC_000003.12	12287368	12434344	plus	14	601487	
9606	Homo sapiens	9370	0	live	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28	adiponectin, C1Q and collagen domain containing	adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28	3q27.3	3	NC_000003.12	186842710	186858463	plus	4	605441	
9606	Homo sapiens	999	0	live	CDH1	Arc-1, BCDS1, CD324, CDHE, ECAD, LCAM, UVO	cadherin 1	cadherin-1|CAM 120/80|E-cadherin 1|cadherin 1, E-cadherin (epithelial)|cadherin 1, type 1, E-cadherin (epithelial)|calcium-dependent adhesion protein, epithelial|cell-CAM 120/80|epididymis secretory sperm binding protein|epithelial cadherin|uvomorulin	16q22.1	16	NC_000016.10	68737292	68835537	plus	16	192090	
9606	Homo sapiens	3479	0	live	IGF1	IGF, IGF-I, IGFI, MGF	insulin like growth factor 1	insulin-like growth factor 1|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor I|insulin-like growth factor IB|mechano growth factor|somatomedin-C	12q23.2	12	NC_000012.12	102395874	102481839	minus	7	147440	
9606	Homo sapiens	627	0	live	BDNF	ANON2, BULN2	brain derived neurotrophic factor	neurotrophic factor BDNF precursor form|abrineurin|neurotrophin|proBDNF	11p14.1	11	NC_000011.10	27654893	27722030	minus	12	113505	
9606	Homo sapiens	1312	0	live	COMT	HEL-S-98n	catechol-O-methyltransferase	catechol O-methyltransferase|epididymis secretory sperm binding protein Li 98n|testicular tissue protein Li 42	22q11.21	22	NC_000022.11	19941772	19969975	plus	8	116790	
9606	Homo sapiens	3952	0	live	LEP	LEPD, OB, OBS	leptin	leptin|leptin (murine obesity homolog)|leptin (obesity homolog, mouse)|obese protein|obese, mouse, homolog of|obesity factor	7q32.1	7	NC_000007.14	128241278	128257629	plus	3	164160	
9606	Homo sapiens	596	0	live	BCL2	Bcl-2, PPP1R50	BCL2 apoptosis regulator	apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50	18q21.33	18	NC_000018.10	63123346	63320090	minus	4	151430	
9606	Homo sapiens	7852	0	live	CXCR4	CD184, D2S201E, FB22, HM89, HSY3RR, LAP-3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM, WHIMS, WHIMS1	C-X-C motif chemokine receptor 4	C-X-C chemokine receptor type 4|CD184 antigen|LPS-associated protein 3|SDF-1 receptor|chemokine (C-X-C motif) receptor 4|fusin|leukocyte-derived seven transmembrane domain receptor|lipopolysaccharide-associated protein 3|neuropeptide Y receptor Y3|neuropeptide Y3 receptor|seven transmembrane helix receptor|seven-transmembrane-segment receptor, spleen|stromal cell-derived factor 1 receptor	2q22.1	2	NC_000002.12	136114349	136118149	minus	4	162643	
9606	Homo sapiens	4780	0	live	NFE2L2	IMDDHH, NRF2, Nrf-2	NFE2 like bZIP transcription factor 2	nuclear factor erythroid 2-related factor 2|nuclear factor erythroid-derived 2-like 2|nuclear factor, erythroid 2 like 2	2q31.2	2	NC_000002.12	177230303	177264727	minus	6	600492	
9606	Homo sapiens	3717	0	live	JAK2	JTK10	Janus kinase 2	tyrosine-protein kinase JAK2|JAK-2|Janus kinase 2 (a protein tyrosine kinase)	9p24.1	9	NC_000009.12	4984390	5129948	plus	28	147796	
9606	Homo sapiens	4193	0	live	MDM2	ACTFS, HDMX, LSKB, hdm2	MDM2 proto-oncogene	E3 ubiquitin-protein ligase Mdm2|MDM2 oncogene, E3 ubiquitin protein ligase|MDM2 proto-oncogene, E3 ubiquitin protein ligase|Mdm2, p53 E3 ubiquitin protein ligase homolog|Mdm2, transformed 3T3 cell double minute 2, p53 binding protein|double minute 2, human homolog of; p53-binding protein|oncoprotein Mdm2	12q15	12	NC_000012.12	68808172	68850686	plus	12	164785	
9606	Homo sapiens	2944	0	live	GSTM1	GST1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1, GSTM1	glutathione S-transferase mu 1	glutathione S-transferase Mu 1|GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1	1p13.3	1	NC_000001.11	109687817	109693745	plus	8	138350	
9606	Homo sapiens	10296	0	live	MAEA	EMLP, EMP, GID9, HLC-10, P44EMLP, PIG5	macrophage erythroblast attacher, E3 ubiquitin ligase	E3 ubiquitin-protein transferase MAEA|GID complex subunit 9, FYV10 homolog|cell proliferation-inducing gene 5 protein|erythroblast macrophage protein|human lung cancer oncogene 10 protein|lung cancer-related protein 10	4p16.3	4	NC_000004.12	1289891	1340137	plus	13	606801	
9606	Homo sapiens	10180	0	live	RBM6	3G2, DEF-3, DEF3, HLC-11, NY-LU-12, g16	RNA binding motif protein 6	RNA-binding protein 6|RNA-binding protein DEF-3|lung cancer antigen NY-LU-12|lung cancer protooncogene 11	3p21.31	3	NC_000003.12	49940150	50077249	plus	26	606886	
9606	Homo sapiens	3605	0	live	IL17A	CTLA-8, CTLA8, IL-17, IL-17A, IL17, ILA17	interleukin 17A	interleukin-17A|cytotoxic T-lymphocyte-associated antigen 8|cytotoxic T-lymphocyte-associated protein 8|interleukin 17 (cytotoxic T-lymphocyte-associated serine esterase 8)|interleukin-17	6p12.2	6	NC_000006.12	52186375	52190638	plus	3	603149	
9606	Homo sapiens	55687	0	live	TRMU	LCAL3, MTO2, MTU1, TRMT	tRNA mitochondrial 2-thiouridylase	mitochondrial tRNA-specific 2-thiouridylase 1|MTO2 homolog|lung cancer associated lncRNA 3|mitochondrial 5-methylaminomethyl-2-thiouridylate-methyltransferase|tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	22q13.31	22	NC_000022.11	46335714	46357340	plus	11	610230	
9606	Homo sapiens	4313	0	live	MMP2	CLG4, CLG4A, MMP-2, MMP-II, MONA, TBE-1	matrix metallopeptidase 2	72 kDa type IV collagenase|collagenase type IV-A|matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)|matrix metalloproteinase-2|matrix metalloproteinase-II|neutrophil gelatinase	16q12.2	16	NC_000016.10	55478830	55506691	plus	17	120360	
9606	Homo sapiens	23411	0	live	SIRT1	SIR2, SIR2L1, SIR2alpha	sirtuin 1	NAD-dependent protein deacetylase sirtuin-1|NAD-dependent protein deacylase sirtuin-1|SIR2-like protein 1|regulatory protein SIR2 homolog 1|sirtuin type 1	10q21.3	10	NC_000010.11	67884656	67918390	plus	11	604479	
9606	Homo sapiens	3593	0	live	IL12B	CLMF, CLMF2, IL-12B, IMD28, IMD29, NKSF, NKSF2	interleukin 12B	interleukin-12 subunit beta|CLMF p40|IL-12 subunit p40|IL12, subunit p40|NK cell stimulatory factor chain 2|cytotoxic lymphocyte maturation factor 40 kDa subunit|interleukin 12, p40|interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)|interleukin-12 beta chain|natural killer cell stimulatory factor, 40 kD subunit	5q33.3	5	NC_000005.10	159314780	159330487	minus	8	161561	
9606	Homo sapiens	595	0	live	CCND1	BCL1, D11S287E, PRAD1, U21B31	cyclin D1	G1/S-specific cyclin-D1|B-cell CLL/lymphoma 1|B-cell lymphoma 1 protein|BCL-1 oncogene|PRAD1 oncogene	11q13.3	11	NC_000011.10	69641156	69654474	plus	5	168461	
9606	Homo sapiens	406991	0	live	MIR21	MIRN21, hsa-mir-21, miR-21, miRNA21	microRNA 21		17q23.1	17	NC_000017.11	59841266	59841337	plus	1	611020	
9606	Homo sapiens	64852	0	live	TUT1	PAPD2, RBM21, STARPAP, TENT1, TUTase, URLC6	terminal uridylyl transferase 1, U6 snRNA-specific	speckle targeted PIP5K1A-regulated poly(A) polymerase|PAP-associated domain-containing 2|RNA uridylyltransferase|RNA-binding motif protein 21|RNA-binding protein 21|TUTase 6|U6 snRNA-specific terminal uridylyltransferase 1|U6-TUTase|nuclear speckle targeted phosphatidylinositol 4-phosphate 5-kinase type I-alpha regulated-poly(A) polymerase|nuclear speckle-targeted PIPK1A-regulated-poly(A) polymerase|poly(A) polymerase associated domain containing 2|star-PAP|up-regulated in lung cancer 6	11q12.3	11	NC_000011.10	62575052	62591523	minus	9	610641	
9606	Homo sapiens	6347	0	live	CCL2	GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF	C-C motif chemokine ligand 2	C-C motif chemokine 2|chemokine (C-C motif) ligand 2|monocyte chemoattractant protein-1|monocyte chemotactic and activating factor|monocyte chemotactic protein 1|monocyte secretory protein JE|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|small inducible cytokine subfamily A (Cys-Cys), member 2|small-inducible cytokine A2	17q12	17	NC_000017.11	34255285	34257203	plus	3	158105	
9606	Homo sapiens	5594	0	live	MAPK1	ERK, ERK-2, ERK2, ERT1, MAPK2, NS13, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK	mitogen-activated protein kinase 1	mitogen-activated protein kinase 1|MAP kinase 1|MAP kinase 2|MAPK 2|extracellular signal-regulated kinase 2|mitogen-activated protein kinase 2|protein tyrosine kinase ERK2	22q11.22	22	NC_000022.11	21759657	21867680	minus	9	176948	
9606	Homo sapiens	5054	0	live	SERPINE1	PAI, PAI-1, PAI1, PLANH1	serpin family E member 1	plasminogen activator inhibitor 1|endothelial plasminogen activator inhibitor|serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1|serpin E1|serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	7q22.1	7	NC_000007.14	101127104	101139247	plus	9	173360	
9606	Homo sapiens	3146	0	live	HMGB1	HMG-1, HMG1, HMG3, SBP-1	high mobility group box 1	high mobility group protein B1|Amphoterin|Sulfoglucuronyl carbohydrate binding protein|high-mobility group (nonhistone chromosomal) protein 1	13q12.3	13	NC_000013.11	30456704	30617597	minus	9	163905	
9606	Homo sapiens	1026	0	live	CDKN1A	CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1	cyclin dependent kinase inhibitor 1A	cyclin-dependent kinase inhibitor 1|CDK-interacting protein 1|CDK-interaction protein 1|DNA synthesis inhibitor|cyclin-dependent kinase inhibitor 1A (p21, Cip1)|melanoma differentiation associated protein 6|wild-type p53-activated fragment 1	6p21.2	6	NC_000006.12	36676463	36687332	plus	6	116899	
9606	Homo sapiens	1493	0	live	CTLA4	ALPS5, CD, CD152, CELIAC3, CTLA-4, GRD4, GSE, IDDM12	cytotoxic T-lymphocyte associated protein 4	cytotoxic T-lymphocyte protein 4|celiac disease 3|cytotoxic T lymphocyte associated antigen 4 short spliced form|cytotoxic T-lymphocyte-associated serine esterase-4|gluten-sensitive enteropathy|insulin-dependent diabetes mellitus 12|ligand and transmembrane spliced cytotoxic T lymphocyte associated antigen 4	2q33.2	2	NC_000002.12	203867771	203873965	plus	4	123890	
9606	Homo sapiens	960	0	live	CD44	CDW44, CSPG8, ECM-III, ECMR-III, H-CAM, HCELL, HUTCH-1, HUTCH-I, Hermes-1, LHR, MC56, MDU2, MDU3, MIC4, Pgp1	CD44 molecule (IN blood group)	CD44 antigen|CD44 molecule (Indian blood group)|GP90 lymphocyte homing/adhesion receptor|Hermes antigen|In(Lu) related-p80|Indian blood group antigen|cell surface glycoprotein CD44|chondroitin sulfate proteoglycan 8|epican|extracellular matrix receptor III|hematopoietic cell E- and L-selectin ligand|heparan sulfate proteoglycan|homing cell adhesion molecule|homing function and Indian blood group system|hyaluronate receptor|phagocyte glycoprotein 1|phagocytic glycoprotein 1|soluble CD44	11p13	11	NC_000011.10	35139171	35232402	plus	20	107269	
9606	Homo sapiens	332	0	live	BIRC5	API4, EPR-1	baculoviral IAP repeat containing 5	baculoviral IAP repeat-containing protein 5|apoptosis inhibitor 4|apoptosis inhibitor survivin	17q25.3	17	NC_000017.11	78214253	78225635	plus	5	603352	
9606	Homo sapiens	4851	0	live	NOTCH1	AOS5, AOVD1, TAN1, hN1	notch receptor 1	neurogenic locus notch homolog protein 1|Notch homolog 1, translocation-associated|notch 1|translocation-associated notch protein TAN-1	9q34.3	9	NC_000009.12	136494433	136546048	minus	34	190198	
9606	Homo sapiens	472	0	live	ATM	AT1, ATA, ATC, ATD, ATDC, ATE, TEL1, TELO1	ATM serine/threonine kinase	serine-protein kinase ATM|A-T mutated|AT mutated|TEL1, telomere maintenance 1, homolog|ataxia telangiectasia mutated|serine/threonine kinase ATM	11q22.3	11	NC_000011.10	108223067	108369102	plus	67	607585	
9606	Homo sapiens	2146	0	live	EZH2	ENX-1, ENX1b, KMT6, KMT6A, WVS, WVS2, EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	histone-lysine N-methyltransferase EZH2|enhancer of zeste homolog 2|lysine N-methyltransferase 6	7q36.1	7	NC_000007.14	148807383	148884291	minus	26	601573	
9606	Homo sapiens	2952	0	live	GSTT1		glutathione S-transferase theta 1	glutathione S-transferase theta-1|GST class-theta-1|glutathione transferase T1-1	22q11.23	22						600436	
9606	Homo sapiens	4233	0	live	MET	AUTS9, DA11, DFNB97, HGFR, RCCP2, c-Met	MET proto-oncogene, receptor tyrosine kinase	hepatocyte growth factor receptor|HGF receptor|HGF/SF receptor|SF receptor|proto-oncogene c-Met|scatter factor receptor|tyrosine-protein kinase Met	7q31.2	7	NC_000007.14	116672196	116798377	plus	22	164860	
9606	Homo sapiens	22950	0	live	SLC4A1AP	HLC3	solute carrier family 4 member 1 adaptor protein	kanadaptin|HLC-3|human lung cancer oncogene 3 protein|kidney anion exchanger adapter protein|kidney anion exchanger adaptor protein|lung cancer oncogene 3|solute carrier family 4 (anion exchanger), member 1, adapter protein|solute carrier family 4 (anion exchanger), member 1, adaptor protein|solute carrier family 4 anion exchanger member 1 adapter protein	2p23.3	2	NC_000002.12	27663889	27694969	plus	14	602655	
9606	Homo sapiens	2950	0	live	GSTP1	DFN7, FAEES3, GST3, GSTP-1, HEL-S-22, PI, GSTP1	glutathione S-transferase pi 1	glutathione S-transferase P|GST class-pi|deafness, X-linked 7|epididymis secretory protein Li 22|fatty acid ethyl ester synthase III	11q13.2	11	NC_000011.10	67583812	67586653	plus	7	134660	
9606	Homo sapiens	6098	0	live	ROS1	MCF3, ROS, c-ros-1	ROS proto-oncogene 1, receptor tyrosine kinase	proto-oncogene tyrosine-protein kinase ROS|ROS proto-oncogene 1 , receptor tyrosine kinase|c-ros oncogene 1 , receptor tyrosine kinase|proto-oncogene c-Ros-1|transmembrane tyrosine-specific protein kinase|v-ros avian UR2 sarcoma virus oncogene homolog 1	6q22.1	6	NC_000006.12	117287353	117425942	minus	46	165020	
9606	Homo sapiens	123688	0	live	HYKK	AGPHD1	hydroxylysine kinase	hydroxylysine kinase|5-hydroxy-L-lysine kinase|5-hydroxylysine kinase|aminoglycoside phosphotransferase domain-containing protein 1	15q25.1	15	NC_000015.10	78507577	78537373	plus	6	614681	
9606	Homo sapiens	6387	0	live	CXCL12	IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1	C-X-C motif chemokine ligand 12	stromal cell-derived factor 1|chemokine (C-X-C motif) ligand 12|intercrine reduced in hepatomas|pre-B cell growth-stimulating factor	10q11.21	10	NC_000010.11	44370165	44385097	minus	6	600835	
9606	Homo sapiens	10413	0	live	YAP1	COB1, YAP, YAP-1, YAP2, YAP65, YKI	Yes1 associated transcriptional regulator	transcriptional coactivator YAP1|65 kDa Yes-associated protein|Yes associated protein 1|protein yorkie homolog|yes-associated protein 2|yes-associated protein YAP65 homolog|yorkie homolog	11q22.1	11	NC_000011.10	102110447	102233424	plus	11	606608	
9606	Homo sapiens	3659	0	live	IRF1	IMD117, IRF-1, MAR	interferon regulatory factor 1	interferon regulatory factor 1	5q31.1	5	NC_000005.10	132481609	132490773	minus	10	147575	
9606	Homo sapiens	50943	0	live	FOXP3	AIID, DIETER, IPEX, JM2, PIDX, XPID	forkhead box P3	forkhead box protein P3|FOXP3delta7|immune dysregulation, polyendocrinopathy, enteropathy, X-linked|immunodeficiency, polyendocrinopathy, enteropathy, X-linked	Xp11.23	X	NC_000023.11	49250438	49264710	minus	12	300292	
9606	Homo sapiens	5133	0	live	PDCD1	ADMIO4, AIMTBS, CD279, PD-1, PD1, SLEB2, hPD-1, hPD-l, hSLE1	programmed cell death 1	programmed cell death protein 1|programmed cell death 1 protein|protein PD-1|systemic lupus erythematosus susceptibility 2	2q37.3	2	NC_000002.12	241849884	241858894	minus	6	600244	
9606	Homo sapiens	6696	0	live	SPP1	BNSP, BSPI, ETA-1, OPN	secreted phosphoprotein 1	osteopontin|SPP1/CALPHA1 fusion|early T-lymphocyte activation 1|lnc-PKD2-2-3|nephropontin|osteopontin/immunoglobulin alpha 1 heavy chain constant region fusion protein|secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)|urinary stone protein|uropontin	4q22.1	4	NC_000004.12	87975714	87983411	plus	8	166490	
9606	Homo sapiens	3815	0	live	KIT	C-Kit, CD117, MASTC, PBT, SCFR	KIT proto-oncogene, receptor tyrosine kinase	mast/stem cell growth factor receptor Kit|c-Kit protooncogene|p145 c-kit|piebald trait protein|proto-oncogene c-Kit|proto-oncogene tyrosine-protein kinase Kit|tyrosine-protein kinase Kit|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene-like protein	4q12	4	NC_000004.12	54657957	54740715	plus	21	164920	
9606	Homo sapiens	3458	0	live	IFNG	IFG, IFI, IMD69	interferon gamma	interferon gamma|IFN-gamma|immune interferon	12q15	12	NC_000012.12	68154768	68159740	minus	4	147570	
9606	Homo sapiens	3383	0	live	ICAM1	BB2, CD54, P3.58	intercellular adhesion molecule 1	intercellular adhesion molecule 1|ICAM-1|cell surface glycoprotein P3.58|epididymis secretory sperm binding protein|intercellular adhesion molecule 1 (CD54), human rhinovirus receptor|major group rhinovirus receptor	19p13.2	19	NC_000019.10	10271120	10286615	plus	7	147840	
